Gene.symbol	t-score	FoldChange	pvalue	FDR
NDUFV2	-1.2115065	0.905075425	0.231	0.882
NDUFV3	0.5865083	1.056989848	0.56	0.957
NEB	0.9122265	1.029123804	0.366	0.915
NEBL	-0.1831696	0.991823133	0.855	0.989
NECAB2	-1.429115	0.914781966	0.159	0.846
NECAB3	0.4144421	1.009423123	0.68	0.972
NECAP1	-0.7960871	0.933346281	0.43	0.929
NECAP2	0.0106191	1.000569874	0.992	0.999
NECTIN1	-0.8588829	0.965962669	0.394	0.921
NECTIN3	-1.3212903	0.941469433	0.192	0.867
NECTIN4	0.6711749	1.03186627	0.505	0.946
NEDD1	-0.7877562	0.941820767	0.434	0.931
NEDD4	-0.8479043	0.971664476	0.4	0.923
NEDD4L	-1.7011358	0.939588819	0.095	0.771
NEDD8	0.401746	1.02570871	0.69	0.972
NEDD9	-0.0097337	0.999350919	0.992	0.999
NEFH	1.2297604	1.15586783	0.224	0.88
NEFL	0.6848008	1.05222421	0.497	0.945
NEFM	-0.3612214	0.983800095	0.719	0.978
NEGR1	-1.093466	0.974717938	0.279	0.891
NEIL1	-1.1980513	0.940047225	0.236	0.883
NEIL2	-1.0979981	0.943923234	0.277	0.891
NEIL3	-0.944454	0.96699245	0.349	0.912
NEK1	-1.2404308	0.930649907	0.22	0.878
NEK10	-0.7666019	0.962743498	0.447	0.936
NEK3	0.1722419	1.007613977	0.864	0.99
NEK4	1.8950432	1.272841368	0.0638	0.706
NEK6	-1.7514422	0.93555606	0.0859	0.754
NEK7	1.335785	1.143045031	0.188	0.867
NEK8	-0.9366251	0.942716981	0.353	0.912
NEK9	-1.0526417	0.960488044	0.297	0.896
NELFA	-1.0399325	0.942887688	0.303	0.898
NELFB	-0.0164091	0.999299494	0.987	0.999
NELFCD	-1.3366834	0.933005791	0.187	0.867
NELFE	1.9295804	1.136219328	0.0592	0.69
NELL2	-1.3832259	0.834056146	0.173	0.857
NEMP1	0.4015504	1.019162274	0.69	0.972
NENF	-0.2942237	0.982481843	0.77	0.98
NEO1	-1.3322604	0.940643705	0.189	0.867
NEPRO	-1.5085357	0.912304191	0.138	0.825
NES	-0.1189121	0.994434477	0.906	0.996
NET1	-0.8923475	0.906626383	0.376	0.917
NETO1	-1.2145799	0.980190616	0.23	0.882
NEU1	0.9137138	1.136455773	0.365	0.915
NEU2	-0.1438229	0.994197224	0.886	0.992
NEU3	0.064406	1.002099894	0.949	0.998
NEU4	0.3404522	1.015441973	0.735	0.979
NEURL1	-1.27711	0.950801372	0.207	0.876
NEURL2	0.5412766	1.022493336	0.591	0.962
NEUROD2	0.1472669	1.00553153	0.884	0.992
NEUROD4	-0.2213244	0.990945205	0.826	0.984
NEUROD6	-0.241501	0.987429594	0.81	0.984
NEUROG1	0.3869432	1.014949066	0.7	0.974
NEUROG3	-0.0279534	0.998977985	0.978	0.998
NEXMIF	0.0088937	1.000359662	0.993	0.999
NF1	1.6133326	1.063866297	0.113	0.8
NF2	0.3681183	1.007337711	0.714	0.977
NFAM1	-0.2804315	0.985586541	0.78	0.981
NFASC	-0.8563781	0.976262804	0.396	0.921
NFAT5	0.2247698	1.021322943	0.823	0.984
NFATC1	0.7545634	1.027756852	0.454	0.938
NFATC2IP	0.9139862	1.05582412	0.365	0.915
NFATC4	-0.7683154	0.966385625	0.446	0.936
NFE2	-0.0916412	0.986720645	0.927	0.997
NFE2L1	-1.5929403	0.933952298	0.117	0.804
NFE2L3	3.1115528	1.574038414	0.00305	0.191
NFIC	0.4972746	1.028125207	0.621	0.965
NFIL3	-0.0449369	0.992446213	0.964	0.998
NFIX	-0.8709512	0.973987485	0.388	0.919
NFKB1	-0.6865578	0.966976216	0.495	0.945
NFKB2	-0.8907788	0.921340981	0.377	0.917
NFKBIA	2.207509	1.299311845	0.0318	0.588
NFKBIB	0.3115194	1.017099196	0.757	0.98
NFKBID	0.3053722	1.01779081	0.761	0.98
NFKBIE	2.3267578	1.241601418	0.024	0.528
NFKBIL1	-1.1732477	0.934998529	0.246	0.883
NFKBIZ	2.3302876	1.233588935	0.0238	0.525
NFRKB	-1.8412817	0.939085005	0.0714	0.729
NFS1	-0.403951	0.985846509	0.688	0.972
NFU1	-1.1428701	0.935635781	0.258	0.888
NFX1	-0.636811	0.972510458	0.527	0.949
NFXL1	-1.5297722	0.825129005	0.132	0.817
NFYA	-0.2915828	0.986230866	0.772	0.981
NFYB	-0.1594893	0.986135884	0.874	0.991
NGB	-0.5667664	0.972832654	0.573	0.961
NGDN	-1.308141	0.910581157	0.197	0.868
NGEF	0.5722048	1.018361321	0.57	0.96
NGF	-0.9728901	0.942900825	0.335	0.907
NGFR	-1.0321489	0.957762344	0.307	0.899
NGLY1	-2.3789379	0.897882091	0.0211	0.499
NGRN	-0.8489864	0.927753343	0.4	0.923
NHEJ1	-0.2515868	0.985528386	0.802	0.982
NHLH1	0.6475753	1.037669057	0.52	0.949
NHLH2	-0.8704369	0.9721756	0.388	0.919
NHLRC2	-0.3456844	0.990322848	0.731	0.978
NHLRC3	0.9131782	1.07818916	0.365	0.915
NHS	-0.9462839	0.951297499	0.348	0.912
NHSL1	0.461912	1.031533797	0.646	0.966
NHSL2	-0.3845911	0.982391607	0.702	0.974
NICN1	1.0991024	1.081781245	0.277	0.891
NID1	3.5970182	1.311869234	0.000726	0.0698
NID2	-0.8464789	0.970852567	0.401	0.923
NIF3L1	0.4080044	1.027259071	0.685	0.972
NIFK	-0.5655549	0.962820077	0.574	0.961
NIM1K	-1.342901	0.954210469	0.185	0.864
NIN	-0.0208702	0.999153326	0.983	0.998
NINJ1	-0.0363823	0.995556756	0.971	0.998
NIP7	-0.7656561	0.938619905	0.447	0.936
NIPA1	-1.903489	0.929202796	0.0626	0.701
NIPA2	-0.2894921	0.983580685	0.773	0.981
NIPAL2	-0.4410913	0.981458384	0.661	0.969
NIPAL3	-1.4024645	0.943535301	0.167	0.852
NIPAL4	1.7480478	1.107114511	0.0865	0.754
NIPBL	-1.5014699	0.940733946	0.139	0.827
NIPSNAP1	0.0944166	1.004337822	0.925	0.997
NIPSNAP2	-1.3730522	0.946823606	0.176	0.858
NIPSNAP3B	0.003058	1.000423339	0.998	1
NISCH	0.4991059	1.025862525	0.62	0.964
NIT1	0.2880482	1.023924272	0.774	0.981
NIT2	-0.1008974	0.991664744	0.92	0.997
NKAIN1	-0.4053725	0.97919672	0.687	0.972
NKAIN4	0.166461	1.00506604	0.868	0.99
NKAP	-1.9936736	0.916388431	0.0515	0.662
NKAPD1	-1.5236947	0.913115669	0.134	0.821
NKD1	-0.3066592	0.983570732	0.76	0.98
NKD2	-0.3469262	0.987725663	0.73	0.978
NKG7	0.2257506	1.036235468	0.822	0.984
NKIRAS1	-1.5139899	0.915308853	0.136	0.825
NKIRAS2	0.056689	1.002500329	0.955	0.998
NKPD1	-0.3790479	0.979514952	0.706	0.975
NKRF	0.4293128	1.02900743	0.67	0.972
NKTR	-0.9034499	0.947722648	0.371	0.916
NKX1-1	-0.5229555	0.964597422	0.603	0.964
NKX2-1	-1.9019515	0.953120925	0.0628	0.702
NKX2-2	-1.189274	0.963101904	0.24	0.883
NKX2-3	-0.7027707	0.977640251	0.485	0.944
NKX2-5	-0.3804128	0.983118734	0.705	0.975
NKX2-8	-0.929967	0.958140499	0.357	0.912
NKX3-1	0.0424569	1.00157058	0.966	0.998
NKX6-1	-1.9140303	0.884582576	0.0612	0.696
NLE1	-0.8900321	0.960112815	0.378	0.917
NLGN1	0.588663	1.012314663	0.559	0.957
NLGN2	-0.5482123	0.973748368	0.586	0.962
NLGN3	-0.4987607	0.981044654	0.62	0.964
NLGN4X	-0.2977051	0.992167868	0.767	0.98
NLK	1.0165388	1.084429925	0.314	0.899
NLN	1.6696461	1.072828761	0.101	0.783
NLRC4	1.4415824	1.131967824	0.156	0.846
NLRC5	2.3497668	1.196342934	0.0227	0.513
NLRP1	-1.4421498	0.917852815	0.155	0.846
NLRP10	-0.1363058	0.995690251	0.892	0.993
NLRP11	-0.8185228	0.970921566	0.417	0.926
NLRP12	-1.59257	0.884785925	0.117	0.804
NLRP13	-0.7695392	0.958532584	0.445	0.935
NLRP14	0.4708486	1.021131354	0.64	0.966
NLRP2	0.0265252	1.00318858	0.979	0.998
NLRP2B	0.2297656	1.011278008	0.819	0.984
NLRP3	3.6270907	1.616058104	0.000662	0.0658
NLRP4	-0.7662068	0.970397487	0.447	0.936
NLRP5	0.2109657	1.008472749	0.834	0.986
NLRP6	-0.700477	0.972547426	0.487	0.944
NLRP7	-0.6199552	0.966238826	0.538	0.951
NLRP8	0.0361586	1.001966386	0.971	0.998
NLRX1	-0.5410643	0.977067711	0.591	0.962
NMB	0.1625741	1.008333626	0.871	0.99
NMBR	-1.7191655	0.93879721	0.0916	0.765
NME1	0.4057695	1.022339168	0.687	0.972
NME3	-0.4411604	0.96788268	0.661	0.969
NME4	0.0568423	1.003039965	0.955	0.998
NME6	0.498855	1.041098853	0.62	0.964
NMI	3.6212872	1.393930392	0.000674	0.0664
NMNAT1	0.5209655	1.029830176	0.605	0.964
NMNAT2	0.2721318	1.007885548	0.787	0.982
NMNAT3	-1.599119	0.950886175	0.116	0.803
NMRAL1	0.9010765	1.084630113	0.372	0.916
NMRK1	-0.2556864	0.98811017	0.799	0.982
NMRK2	-0.359231	0.980843046	0.721	0.978
NMT1	0.2790581	1.013648753	0.781	0.981
NMT2	0.7600067	1.081076083	0.451	0.937
NMU	-0.2859046	0.987222753	0.776	0.981
NMUR1	-0.4525499	0.981620287	0.653	0.967
NNAT	0.2154686	1.011865103	0.83	0.985
NNMT	-0.6722098	0.978367476	0.504	0.946
NNT	0.27962	1.026188334	0.781	0.981
NOA1	-3.1979899	0.87359025	0.00238	0.161
NOB1	0.0067824	1.000397391	0.995	0.999
NOBOX	-0.4130318	0.980644761	0.681	0.972
NOC4L	1.0630253	1.053591484	0.293	0.896
NOD1	2.6832052	1.125526629	0.00981	0.358
NOD2	1.5434099	1.166113795	0.129	0.813
NODAL	-0.0783055	0.996995398	0.938	0.998
NOG	-1.543935	0.80680953	0.129	0.813
NOL10	-0.223202	0.990695291	0.824	0.984
NOL11	-1.2521468	0.901827288	0.216	0.877
NOL12	-0.6945081	0.960075408	0.491	0.944
NOL3	-1.1809519	0.962712782	0.243	0.883
NOL4	0.6187699	1.03389071	0.539	0.951
NOL4L	-0.4524044	0.982821961	0.653	0.967
NOL6	-0.6402758	0.980694036	0.525	0.949
NOL7	-1.0363392	0.950281514	0.305	0.899
NOL8	0.0929228	1.004337126	0.926	0.997
NOL9	-2.0080118	0.842932597	0.05	0.657
NOLC1	-0.1401498	0.995002062	0.889	0.993
NOM1	-0.626018	0.957562407	0.534	0.951
NONO	-2.786729	0.835131744	0.00746	0.321
NOP10	-0.2169026	0.978004671	0.829	0.985
NOP2	0.5449104	1.038107948	0.588	0.962
NOP56	0.4130188	1.030144014	0.681	0.972
NOP58	-0.8569884	0.948943851	0.395	0.921
NOS3	0.9776557	1.050327019	0.333	0.906
NOSIP	0.213922	1.02485378	0.831	0.986
NOSTRIN	-0.3549949	0.988064803	0.724	0.978
NOTCH1	-0.7683237	0.960065858	0.446	0.936
NOTCH2	0.8341903	1.068813955	0.408	0.923
NOTCH3	-0.6877162	0.969480429	0.495	0.945
NOTCH4	1.3141709	1.073108149	0.195	0.868
NOTUM	0.2737087	1.014807516	0.785	0.982
NOV	-1.5133724	0.873570238	0.136	0.825
NOVA1	-0.8356825	0.983279847	0.407	0.923
NOVA2	-0.1244661	0.9963423	0.901	0.995
NOX1	-0.1678572	0.996063491	0.867	0.99
NOX3	-1.3698154	0.957054893	0.177	0.858
NOXA1	-0.3026663	0.984754282	0.763	0.98
NOXO1	-1.1766094	0.927891253	0.245	0.883
NOXRED1	-1.262858	0.95483908	0.212	0.877
NPAP1	-1.2375411	0.942342764	0.222	0.878
NPAS1	-0.493048	0.977037208	0.624	0.965
NPAS2	-0.604461	0.982359147	0.548	0.953
NPAS4	0.2064863	1.006704459	0.837	0.986
NPAT	0.293726	1.016646131	0.77	0.98
NPBWR1	2.743593	1.168842304	0.00837	0.335
NPBWR2	0.5998226	1.022687045	0.551	0.954
NPC1	0.5293354	1.037844823	0.599	0.963
NPC1L1	0.180168	1.006090936	0.858	0.989
NPC2	-0.0477347	0.995918279	0.962	0.998
NPEPPS	-1.4839598	0.926356292	0.144	0.833
NPFFR1	-0.7681814	0.948851085	0.446	0.936
NPFFR2	-1.2547774	0.955151952	0.215	0.877
NPHP1	-0.9249883	0.976624699	0.359	0.913
NPHP3	-2.0155119	0.865627771	0.0491	0.654
NPHP4	-1.6683214	0.946262534	0.101	0.784
NPHS2	-0.2566287	0.991098588	0.798	0.982
NPL	0.3593657	1.033719813	0.721	0.978
NPLOC4	-0.8386978	0.959971486	0.406	0.923
NPM2	-0.196683	0.989705472	0.845	0.987
NPM3	-1.0337224	0.910003557	0.306	0.899
NPNT	-1.0302762	0.960022697	0.308	0.899
NPPA	-0.7509835	0.955031511	0.456	0.938
NPPB	-0.4124376	0.983364923	0.682	0.972
NPPC	-0.7312655	0.974481242	0.468	0.941
NPR1	-0.1913612	0.991520166	0.849	0.987
NPR2	-0.1430224	0.994215817	0.887	0.992
NPR3	-1.311146	0.939601864	0.196	0.868
NPRL2	0.2349771	1.013805496	0.815	0.984
NPRL3	0.6947631	1.04493904	0.49	0.944
NPTX1	-1.8684155	0.927996378	0.0675	0.717
NPTX2	-1.0234736	0.96184116	0.311	0.899
NPTXR	-0.8391973	0.963305855	0.405	0.923
NPVF	0.4015002	1.014734899	0.69	0.972
NPW	-1.5635745	0.933764386	0.124	0.809
NPY	0.4272096	1.016760846	0.671	0.972
NPY1R	-0.0914085	0.99699783	0.928	0.997
NPY2R	-0.472236	0.989336199	0.639	0.966
NPY4R	-2.0161501	0.93087997	0.0491	0.654
NPY5R	-0.3819395	0.986164497	0.704	0.974
NQO1	-0.9798159	0.956331791	0.332	0.906
NQO2	-0.6134824	0.921072434	0.542	0.952
NR0B1	0.611193	1.016478951	0.544	0.952
NR0B2	-1.2308231	0.94498446	0.224	0.88
NR1D1	0.8929848	1.041361987	0.376	0.917
NR1D2	0.1654453	1.021352429	0.869	0.99
NR1H2	0.0295734	1.003587864	0.977	0.998
NR1H3	1.7778248	1.134646834	0.0814	0.75
NR1H4	-0.3177385	0.992571558	0.752	0.98
NR1I2	-0.8612773	0.967005446	0.393	0.92
NR1I3	1.5293766	1.062074957	0.132	0.817
NR2C1	-1.2029893	0.943336856	0.235	0.883
NR2C2	-0.458311	0.967443022	0.649	0.966
NR2E1	1.2358936	1.037915706	0.222	0.878
NR2E3	-1.2739715	0.96449132	0.208	0.876
NR2F1	-0.9760044	0.954418677	0.334	0.907
NR2F6	-1.4381575	0.941138126	0.156	0.846
NR3C1	-1.4251958	0.926338127	0.16	0.846
NR3C2	-0.8412092	0.927715525	0.404	0.923
NR4A1	-0.2590511	0.98499617	0.797	0.982
NR4A2	-2.0755079	0.673006167	0.043	0.634
NR4A3	-0.5293774	0.916172288	0.599	0.963
NR5A1	-1.574308	0.918115415	0.122	0.807
NR5A2	0.9561022	1.018135968	0.344	0.911
NR6A1	-0.1087229	0.995556162	0.914	0.996
NRAP	0.0810204	1.002613045	0.936	0.998
NRARP	-0.7952468	0.935245167	0.43	0.929
NRAS	1.1024042	1.110485534	0.275	0.89
NRBP1	0.4629927	1.042398707	0.645	0.966
NRBP2	-0.0099506	0.999032308	0.992	0.999
NRCAM	-2.1564651	0.86544693	0.0358	0.606
NRDC	0.3643117	1.024020992	0.717	0.978
NRDE2	-1.2741923	0.962152465	0.208	0.876
NREP	1.8433661	1.125210203	0.0711	0.729
NRG1	-0.3145665	0.974791124	0.754	0.98
NRG2	-0.2317895	0.99242301	0.818	0.984
NRGN	1.1000541	1.213632193	0.276	0.891
NRIP1	1.656002	1.19359717	0.104	0.785
NRIP2	-1.019481	0.963340477	0.313	0.899
NRIP3	1.5283884	1.387187304	0.133	0.817
NRK	0.5935635	1.01533676	0.555	0.956
NRL	-0.4226841	0.982269692	0.674	0.972
NRM	0.0412361	1.002654361	0.967	0.998
NRN1	-0.6477305	0.965351097	0.52	0.949
NRP1	-0.8690462	0.982133496	0.389	0.919
NRP2	-0.8349618	0.976811899	0.408	0.923
NRSN2	-1.3712149	0.947915386	0.176	0.858
NRTN	-1.6536906	0.932436704	0.104	0.785
NRXN1	-1.5945019	0.952767799	0.117	0.803
NRXN2	0.0733345	1.002574128	0.942	0.998
NRXN3	-0.8159986	0.981214066	0.418	0.927
NSD1	1.9289708	1.099366528	0.0593	0.69
NSD2	0.3045898	1.007793314	0.762	0.98
NSD3	-0.5271603	0.981853095	0.6	0.963
NSDHL	1.9214085	1.137490503	0.0603	0.693
NSF	1.0390198	1.099064031	0.304	0.898
NSFL1C	0.2997818	1.018650806	0.766	0.98
NSG1	0.066373	1.006766418	0.947	0.998
NSG2	0.8977216	1.05915016	0.374	0.916
NSL1	1.1361747	1.064595704	0.261	0.889
NSMAF	-1.7802652	0.915249801	0.081	0.749
NSMCE1	-0.686326	0.9504529	0.496	0.945
NSMCE2	-1.5209536	0.928028103	0.134	0.823
NSMCE4A	0.2810451	1.018176886	0.78	0.981
NSMF	0.6539158	1.043527059	0.516	0.947
NSRP1	-1.0269479	0.938279643	0.309	0.899
NSUN2	0.9219178	1.04566819	0.361	0.914
NSUN3	0.1067056	1.009883708	0.915	0.996
NSUN4	0.7965808	1.025540275	0.429	0.929
NSUN6	-2.5240965	0.871210526	0.0148	0.427
NT5C	-1.6314491	0.929358256	0.109	0.794
NT5C1A	-0.1286323	0.995353296	0.898	0.994
NT5C3A	3.2648092	1.346213463	0.00196	0.142
NT5C3B	-1.262068	0.883287812	0.213	0.877
NT5DC1	0.0113729	1.001080743	0.991	0.999
NT5DC2	-1.6268929	0.92643659	0.11	0.795
NT5DC3	-0.8121476	0.96136453	0.42	0.927
NT5E	0.4408165	1.032629888	0.661	0.969
NT5M	-0.6693074	0.960443712	0.506	0.947
NTAN1	0.118281	1.005664014	0.906	0.996
NTHL1	-0.2652636	0.984577127	0.792	0.982
NTM	-0.9670812	0.972451457	0.338	0.908
NTN3	-0.5851572	0.977032569	0.561	0.957
NTN4	-1.1842041	0.966246253	0.242	0.883
NTN5	-0.4786799	0.986606652	0.634	0.965
NTNG1	-0.7834903	0.959859885	0.437	0.932
NTNG2	1.693783	1.115197096	0.0964	0.774
NTPCR	0.6393713	1.060364246	0.525	0.949
NTRK1	-0.4555012	0.980067412	0.651	0.966
NTRK2	-0.4064725	0.990094043	0.686	0.972
NTRK3	-1.6025025	0.918172673	0.115	0.803
NTRK3	-0.0705942	0.996616214	0.944	0.998
NTS	-1.0027271	0.968169338	0.321	0.902
NTSR1	0.3973528	1.019155415	0.693	0.973
NTSR2	-1.2499641	0.944971144	0.217	0.877
NUAK1	-0.8934743	0.924961505	0.376	0.917
NUAK2	-2.4777372	0.780901046	0.0166	0.45
NUB1	3.5967216	1.322849586	0.000727	0.0698
NUBP1	-0.410651	0.971425094	0.683	0.972
NUBP2	0.6439269	1.040998666	0.523	0.949
NUBPL	-0.9682147	0.9208631	0.338	0.908
NUCB1	1.1573712	1.095115776	0.253	0.885
NUDC	-0.828713	0.952774284	0.411	0.924
NUDCD2	1.057745	1.047592292	0.295	0.896
NUDCD3	-0.6874571	0.972639117	0.495	0.945
NUDT1	1.4063047	1.102571863	0.166	0.85
NUDT10	-0.0482975	0.998152717	0.962	0.998
NUDT11	-1.3497467	0.915811928	0.183	0.864
NUDT12	0.213196	1.012480239	0.832	0.986
NUDT13	0.2433144	1.017397511	0.809	0.983
NUDT14	0.8813569	1.056392687	0.382	0.918
NUDT15	-0.167557	0.985528187	0.868	0.99
NUDT16	1.0312188	1.103875632	0.307	0.899
NUDT16L1	-2.3672663	0.880177288	0.0218	0.504
NUDT17	-1.444417	0.957102565	0.155	0.846
NUDT18	0.1830093	1.013515077	0.856	0.989
NUDT2	0.412488	1.034799262	0.682	0.972
NUDT21	-0.7217938	0.965490735	0.474	0.943
NUDT3	-0.4805904	0.96070406	0.633	0.965
NUDT5	-1.0548256	0.929316359	0.296	0.896
NUDT6	0.1795333	1.010372571	0.858	0.989
NUDT7	-0.6919467	0.955465297	0.492	0.945
NUDT9	2.4473613	1.216436263	0.0179	0.47
NUF2	0.4611552	1.035633192	0.647	0.966
NUFIP1	-0.7798617	0.960406125	0.439	0.932
NUFIP2	-2.0854127	0.844793764	0.0421	0.634
NUMA1	1.5401816	1.084702996	0.13	0.813
NUMA1	-0.8662128	0.959648495	0.39	0.919
NUMBL	-1.5517116	0.937573079	0.127	0.811
NUP107	0.7999966	1.045966938	0.427	0.928
NUP133	0.1772107	1.005504292	0.86	0.99
NUP155	-0.4266882	0.963253949	0.671	0.972
NUP188	-1.6588835	0.954315493	0.103	0.785
NUP210	0.8480074	1.068361698	0.4	0.923
NUP210L	-0.9428759	0.960348903	0.35	0.912
NUP35	-0.7041518	0.932723169	0.485	0.944
NUP37	1.6758483	1.148642207	0.0999	0.781
NUP43	0.1094081	1.008122748	0.913	0.996
NUP50	-1.8217148	0.937850513	0.0744	0.736
NUP54	-1.7255508	0.899837234	0.0905	0.762
NUP58	-1.6166031	0.893344194	0.112	0.8
NUP62	2.6499759	1.119175255	0.0107	0.372
NUP62CL	0.1131357	1.002926325	0.91	0.996
NUP85	-0.6775145	0.962585622	0.501	0.946
NUP88	1.0203242	1.041656314	0.312	0.899
NUP93	1.2300555	1.070718051	0.224	0.88
NUP98	-1.5028624	0.932005795	0.139	0.826
NUPL2	0.1255755	1.00657292	0.901	0.995
NUPR1	-0.4942595	0.964663603	0.623	0.965
NUSAP1	2.6379197	1.10779506	0.011	0.376
NUTM1	0.0096887	1.000444815	0.992	0.999
NVL	1.0501818	1.055293698	0.299	0.896
NWD2	0.3300528	1.008857318	0.743	0.979
NXF1	-1.027102	0.960851424	0.309	0.899
NXF3	0.1569211	1.009141262	0.876	0.991
NXN	0.9778633	1.045397461	0.333	0.906
NXPE4	0.2827971	1.007283614	0.778	0.981
NXPH1	0.4896045	1.013541752	0.627	0.965
NXPH2	-0.1588047	0.991144569	0.874	0.991
NXPH3	-0.4596644	0.975480454	0.648	0.966
NXT1	-0.8077734	0.90605918	0.423	0.928
NXT2	1.18596	1.062278492	0.241	0.883
NYAP1	-0.2053513	0.989795364	0.838	0.986
NYAP2	-0.970059	0.968005118	0.337	0.908
NYX	-1.7111742	0.924584018	0.0931	0.769
OAF	0.1378843	1.004384876	0.891	0.993
OARD1	0.3865981	1.024310261	0.701	0.974
OAS1	7.8341452	4.230191044	2.64E-10	0.00000022
OAS2	8.5206668	2.978918802	2.25E-11	2.66E-08
OAS3	7.2132599	3.681969459	2.50E-09	0.00000162
OASL	7.7670149	2.804538679	3.36E-10	0.00000025
OAT	-1.702107	0.897956386	0.0948	0.771
OAZ1	0.2851054	1.014966281	0.777	0.981
OBSL1	-0.9515852	0.973063473	0.346	0.911
OCEL1	0.6515763	1.034418828	0.518	0.948
OCIAD1	-1.0281703	0.955667141	0.309	0.899
OCIAD2	-0.6974431	0.923974755	0.489	0.944
OCRL	0.0950703	1.003442723	0.925	0.997
ODAM	-0.4921212	0.984524641	0.625	0.965
ODAPH	-1.1104701	0.974271001	0.272	0.889
ODC1	0.0904155	1.007538927	0.928	0.997
ODF1	-0.1545982	0.991672916	0.878	0.991
ODF2	0.5601759	1.039551758	0.578	0.962
ODF2L	0.3535227	1.023936196	0.725	0.978
ODF3	-0.1931218	0.992154258	0.848	0.987
ODF3B	4.8646257	1.325165675	0.0000114	0.00242
ODF3L1	0.6981276	1.025564742	0.488	0.944
ODF3L2	-0.5264676	0.971850705	0.601	0.963
ODF4	0.090418	1.003042691	0.928	0.997
ODR4	-0.2459247	0.992883593	0.807	0.983
OFD1	-0.4675012	0.973082547	0.642	0.966
OGDH	-0.6467489	0.966024866	0.521	0.949
OGDHL	-1.3918342	0.927170667	0.17	0.853
OGFOD1	0.6155857	1.034248367	0.541	0.952
OGFOD2	0.9975491	1.051012793	0.323	0.902
OGFR	-0.0253182	0.99861621	0.98	0.998
OGG1	0.7369326	1.061833748	0.465	0.94
OGN	0.6132177	1.011828036	0.542	0.952
OGT	-0.783126	0.955243963	0.437	0.932
OIT3	-0.1098022	0.996717532	0.913	0.996
OLA1	-1.0255444	0.935312511	0.31	0.899
OLAH	-1.4386605	0.956066338	0.156	0.846
OLFM1	-1.1480954	0.944545893	0.256	0.886
OLFM2	-0.5693523	0.982127062	0.572	0.961
OLFML1	-0.349523	0.988993353	0.728	0.978
OLFML2A	1.1169568	1.053407196	0.269	0.889
OLFML2B	0.3071258	1.011526447	0.76	0.98
OLFML3	-0.2662079	0.988976284	0.791	0.982
OLIG1	0.4389388	1.086690978	0.663	0.97
OLIG2	0.1976426	1.006590153	0.844	0.987
OLIG3	1.0224304	1.031549563	0.311	0.899
OLR1	-0.2633208	0.96164997	0.793	0.982
OMA1	1.590543	1.187428109	0.118	0.804
OMD	-0.1449123	0.996996904	0.885	0.992
OMG	-1.5299378	0.962860661	0.132	0.817
ONECUT2	-0.6033629	0.982498956	0.549	0.953
OOSP2	-0.2244331	0.992959334	0.823	0.984
OPA1	-0.920503	0.948719549	0.362	0.914
OPA3	-0.5768184	0.981046701	0.567	0.959
OPALIN	0.2764063	1.008607571	0.783	0.982
OPCML	-0.9154099	0.969172463	0.364	0.915
OPLAH	0.4428062	1.028553202	0.66	0.969
OPN3	5.2789674	2.064539412	0.00000269	0.000688
OPN4	0.5325868	1.023975055	0.597	0.963
OPN5	-0.8599644	0.968393379	0.394	0.92
OPRD1	-0.8978989	0.95354549	0.373	0.916
OPRK1	-0.5517207	0.98513897	0.584	0.962
OPRL1	-0.314149	0.986520476	0.755	0.98
OPRM1	0.6162203	1.013860562	0.54	0.952
OPTC	0.800669	1.04081881	0.427	0.928
OPTN	1.1056827	1.077367537	0.274	0.889
OR10A3	-0.4648224	0.98248332	0.644	0.966
OR10A4	-0.8532205	0.964445146	0.398	0.921
OR10C1	-0.5138459	0.980691888	0.61	0.964
OR10J1	-0.5540383	0.97316697	0.582	0.962
OR12D2	0.3189152	1.010306812	0.751	0.98
OR12D3	0.7405449	1.018257782	0.462	0.94
OR14J1	0.6429522	1.021190605	0.523	0.949
OR1A1	0.7639993	1.046693033	0.448	0.936
OR1A2	-0.7660973	0.976250766	0.447	0.936
OR1C1	-0.3349214	0.981109971	0.739	0.979
OR1D5	-2.3840931	0.841957076	0.0209	0.497
OR1G1	-0.6799923	0.973541787	0.5	0.946
OR1I1	-0.5096104	0.972247982	0.613	0.964
OR1J2	-0.2547584	0.984638243	0.8	0.982
OR1J4	1.1814491	1.037477904	0.243	0.883
OR2B3	0.6521798	1.024352734	0.517	0.947
OR2B6	-0.1444487	0.996267516	0.886	0.992
OR2C1	0.1269273	1.006262364	0.899	0.995
OR2F1	1.2771867	1.075126263	0.207	0.876
OR2F2	-0.7492175	0.968415087	0.457	0.938
OR2H1	0.1814401	1.004590683	0.857	0.989
OR2H2	-0.9866343	0.952344109	0.328	0.905
OR2K2	1.8493523	1.066105196	0.0702	0.727
OR2L13	1.1921422	1.023287764	0.239	0.883
OR2M4	-0.3207423	0.98988606	0.75	0.98
OR2S2	-0.4943699	0.977837074	0.623	0.965
OR2W1	0.1801469	1.006234786	0.858	0.989
OR3A1	-0.2275914	0.988605152	0.821	0.984
OR3A2	-1.9522377	0.896453931	0.0564	0.677
OR4D1	-0.0450673	0.997725823	0.964	0.998
OR51B6	-0.501335	0.979152814	0.618	0.964
OR51E1	1.1641631	1.040780098	0.25	0.883
OR51E2	0.5635067	1.012868337	0.576	0.962
OR51I1	0.297303	1.013354242	0.767	0.98
OR51I2	-0.905626	0.952256113	0.369	0.916
